item_id,expected,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:gemma4-31b-mtplx.verbalised::status,local:gemma4-31b-mtplx.verbalised::level,local:gemma4-31b-mtplx.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
121:362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:368,,ok,other,,ok,reflection,,ok,reflection,,,,,ok,therapist_input,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,therapist_input,
121:370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:378,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
121:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:390,,ok,reflection,,ok,reflection,,ok,other,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:394,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
121:396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:402,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:408,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:420,,ok,question,,ok,reflection,,ok,question,,,,,,,,,,,ok,reflection,,ok,question,,ok,reflection,,ok,question,
121:422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:428,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:44,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:440,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
121:442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:448,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:450,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:454,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:486,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
121:488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:490,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:492,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:500,,ok,therapist_input,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,therapist_input,
121:502,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:512,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
121:514,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:516,,ok,question,,ok,question,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,question,,ok,reflection,,ok,question,
121:518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:530,,ok,therapist_input,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,reflection,,ok,therapist_input,
121:532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:548,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:556,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:574,,ok,other,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
121:576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:58,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:580,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
121:582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
121:586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
121:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:84,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
121:88,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
121:90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
121:92,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:94,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
121:96,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
121:98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
122:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
122:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:21,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
122:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
122:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
122:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
123:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
123:10,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
123:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
123:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
123:16,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
123:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
123:2,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,question,,ok,therapist_input,,ok,therapist_input,,ok,question,
123:20,,ok,therapist_input,,ok,question,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,question,,ok,question,
123:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
123:24,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
123:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
123:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
123:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
123:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
124:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
124:13,,ok,reflection,,ok,therapist_input,,ok,reflection,,,,,,,,,,,ok,therapist_input,,ok,reflection,,ok,reflection,,ok,reflection,
124:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
124:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:23,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
124:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
124:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
124:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
124:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
124:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
124:39,,ok,therapist_input,,ok,therapist_input,,ok,question,,,,,ok,therapist_input,,ok,question,,ok,question,,ok,question,,ok,therapist_input,,ok,question,
124:41,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
124:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
124:47,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
124:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
124:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
124:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
124:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
124:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
125:1,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
125:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
125:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:0,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
126:10,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
126:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
126:13,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
126:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
126:19,,ok,question,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
126:22,,ok,question,,ok,therapist_input,,ok,other,,,,,,,,,,,ok,question,,ok,therapist_input,,ok,therapist_input,,ok,question,
126:24,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
126:26,,ok,therapist_input,,ok,therapist_input,,ok,question,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,question,,ok,question,
126:28,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:30,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:32,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
126:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
126:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:4,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,question,,ok,therapist_input,,ok,therapist_input,,ok,question,
126:41,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:48,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:50,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:51,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
126:53,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
126:55,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
126:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
126:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
126:61,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
126:63,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
126:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
127:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:10,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
127:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
127:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
127:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
127:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
127:30,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
127:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
127:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
127:38,,ok,question,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,question,,ok,reflection,,ok,question,,ok,reflection,,ok,reflection,
127:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
127:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
127:44,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
127:46,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
127:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:50,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
127:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
127:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
127:56,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
127:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
127:6,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
127:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
128:1,,ok,reflection,,ok,other,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,question,
128:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
128:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
128:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
128:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
128:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
128:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
128:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
128:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
128:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
128:29,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
