item_id,expected,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-opus-5.verbalised::status,anthropic:claude-opus-5.verbalised::level,anthropic:claude-opus-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
omission:anthropic:882a4b64:3:5e7c11cf:t2,"{'omission': True, 'asks': 'never'}",ok,False,0.05,ok,False,0.03,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.05,ok,False,0.01,ok,False,0.03
omission:anthropic:882a4b64:3:5e7c11cf:t3,"{'omission': True, 'asks': 'never'}",ok,False,0.05,ok,False,0.03,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.03,ok,False,0.01,ok,False,0.02
omission:anthropic:882a4b64:3:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:882a4b64:3:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:882a4b64:3:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:882a4b64:4:d7d5d873:t1,"{'omission': True, 'asks': 'never'}",ok,False,0.15,,,,ok,False,0.05,ok,False,0.05,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.05
omission:anthropic:882a4b64:4:d7d5d873:t2,"{'omission': True, 'asks': 'never'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.02
omission:anthropic:882a4b64:4:d7d5d873:t3,"{'omission': True, 'asks': 'never'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.02,ok,False,0.01,ok,False,0.02
omission:anthropic:882a4b64:4:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:882a4b64:4:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:882a4b64:4:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:882a4b64:5:83bcd804:t1,"{'omission': True, 'asks': 'never'}",ok,False,0.05,ok,False,0.05,ok,False,0.05,ok,False,0.03,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.04,ok,False,0.01,ok,False,0.05
omission:anthropic:882a4b64:5:83bcd804:t2,"{'omission': True, 'asks': 'never'}",ok,False,0.05,ok,False,0.03,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.01,ok,False,0.01,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:882a4b64:5:83bcd804:t3,"{'omission': True, 'asks': 'never'}",ok,False,0.05,ok,False,0.03,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:882a4b64:5:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:882a4b64:5:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:882a4b64:5:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:882a4b64:6:40e2e804:t1,"{'omission': True, 'asks': 'never'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.01,,,,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:882a4b64:6:40e2e804:t2,"{'omission': True, 'asks': 'never'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.02
omission:anthropic:882a4b64:6:40e2e804:t3,"{'omission': True, 'asks': 'never'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.98,ok,False,0.01,ok,False,0.02
omission:anthropic:882a4b64:6:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:882a4b64:6:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:882a4b64:6:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:9d29b3af:0:8b69d266:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.04,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:0:8b69d266:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:0:8b69d266:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.15,,,,ok,False,0.05,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.06,ok,False,0.01,ok,False,0.05
omission:anthropic:9d29b3af:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:9d29b3af:1:c185a6f1:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.05
omission:anthropic:9d29b3af:1:c185a6f1:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.04,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:1:c185a6f1:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:1:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:9d29b3af:1:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:1:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:2:163b650e:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.04,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:2:163b650e:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.04
omission:anthropic:9d29b3af:2:163b650e:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.02
omission:anthropic:9d29b3af:2:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:2:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:9d29b3af:2:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:9d29b3af:3:dabfc544:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:3:dabfc544:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:3:dabfc544:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.04,ok,False,0.01,ok,False,0.02
omission:anthropic:9d29b3af:3:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:3:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:3:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:9d29b3af:4:9b65e6f4:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.04
omission:anthropic:9d29b3af:4:9b65e6f4:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:4:9b65e6f4:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.02
omission:anthropic:9d29b3af:4:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:9d29b3af:4:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:4:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:9d29b3af:5:8783211a:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,ok,False,0.02,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.01,ok,False,0.01,ok,False,0.04,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:5:8783211a:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,ok,False,0.02,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:9d29b3af:5:8783211a:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,ok,False,0.02,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.01,ok,False,0.01,ok,False,0.04,ok,False,0.01,ok,False,0.02
omission:anthropic:9d29b3af:5:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:5:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:9d29b3af:5:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:9d29b3af:6:255c3706:t1,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.05,ok,False,0.01,ok,False,0.03
omission:anthropic:9d29b3af:6:255c3706:t2,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.04
omission:anthropic:9d29b3af:6:255c3706:t3,"{'omission': False, 'asks': 'immediately'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.04,ok,False,0.01,ok,False,0.02
omission:anthropic:9d29b3af:6:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:9d29b3af:6:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:9d29b3af:6:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.02
omission:anthropic:d37ddf75:0:83133eff:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.05,ok,False,0.0,ok,False,0.01,,,,ok,False,0.01,ok,False,0.03,ok,False,0.05
omission:anthropic:d37ddf75:0:83133eff:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:d37ddf75:0:83133eff:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:d37ddf75:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:d37ddf75:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:1:ab314bd5:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.05,ok,False,0.01,ok,False,0.05
omission:anthropic:d37ddf75:1:ab314bd5:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:1:ab314bd5:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:1:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:d37ddf75:1:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:1:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:2:714efe0a:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.05
omission:anthropic:d37ddf75:2:714efe0a:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.05,ok,False,0.01,ok,False,0.05
omission:anthropic:d37ddf75:2:714efe0a:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:2:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:d37ddf75:2:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:d37ddf75:2:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:3:eb86d457:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.05
omission:anthropic:d37ddf75:3:eb86d457:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.02,ok,False,0.01,ok,False,0.03
omission:anthropic:d37ddf75:3:eb86d457:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:3:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:d37ddf75:3:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:d37ddf75:3:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:4:06c2988a:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.01,,,,ok,False,0.07,ok,False,0.01,ok,False,0.05
omission:anthropic:d37ddf75:4:06c2988a:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.15,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.06,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:4:06c2988a:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.05,ok,False,0.01,ok,False,0.03
omission:anthropic:d37ddf75:4:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:d37ddf75:4:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:4:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:d37ddf75:5:830aa09c:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.1,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.01,,,,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:5:830aa09c:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:5:830aa09c:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:d37ddf75:5:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:5:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:5:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:d37ddf75:6:14a9a974:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.15,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.08,ok,False,0.02,ok,False,0.09
omission:anthropic:d37ddf75:6:14a9a974:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.15,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.08,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:6:14a9a974:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:d37ddf75:6:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.09
omission:anthropic:d37ddf75:6:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:d37ddf75:6:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:0:4d9749c3:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,ok,False,0.03,ok,False,0.05,ok,False,0.03,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.98,ok,False,0.01,ok,False,0.06
omission:anthropic:e36db5de:0:4d9749c3:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,ok,False,0.02,ok,False,0.02,ok,False,0.03,error,,,ok,False,0.01,ok,False,0.01,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:e36db5de:0:4d9749c3:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,ok,False,0.03,ok,False,0.02,ok,False,0.03,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.06
omission:anthropic:e36db5de:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:e36db5de:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:1:b36e4eae:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.15,,,,ok,False,0.05,ok,False,0.05,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.09
omission:anthropic:e36db5de:1:b36e4eae:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:1:b36e4eae:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.05,ok,False,0.01,ok,False,0.05
omission:anthropic:e36db5de:1:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.09
omission:anthropic:e36db5de:1:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:1:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:e36db5de:2:8dc2e31e:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.06
omission:anthropic:e36db5de:2:8dc2e31e:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.01,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:2:8dc2e31e:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:2:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.06
omission:anthropic:e36db5de:2:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:2:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:3:d25dcf6d:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,ok,False,0.04,ok,False,0.02,ok,False,0.05,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.03,ok,False,0.01,ok,False,0.05
omission:anthropic:e36db5de:3:d25dcf6d:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,ok,False,0.02,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.01,ok,False,0.01,ok,False,0.02,ok,False,0.01,ok,False,0.03
omission:anthropic:e36db5de:3:d25dcf6d:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,ok,False,0.03,ok,False,0.02,ok,False,0.02,error,,,ok,False,0.05,ok,False,0.01,ok,False,0.05,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:3:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:e36db5de:3:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:e36db5de:3:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:4:2d254dd0:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.01,,,,ok,False,0.02,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:4:2d254dd0:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:e36db5de:4:2d254dd0:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.04,ok,False,0.01,ok,False,0.04
omission:anthropic:e36db5de:4:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:4:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:e36db5de:4:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.04
omission:anthropic:e36db5de:6:de988b04:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.05,,,,ok,False,0.02,ok,False,0.01,ok,False,0.05
omission:anthropic:e36db5de:6:de988b04:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.03
omission:anthropic:e36db5de:6:de988b04:t3,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.05,,,,ok,False,0.03,ok,False,0.01,ok,False,0.05
omission:anthropic:e36db5de:6:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:e36db5de:6:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.03
omission:anthropic:e36db5de:6:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,False,0.05
omission:anthropic:e8584dcf:1:a8d771f4:t1,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.03,ok,False,0.0,ok,False,0.01,,,,ok,False,0.03,ok,False,0.01,ok,False,0.04
omission:anthropic:e8584dcf:1:a8d771f4:t2,"{'omission': False, 'asks': 'after_validating'}",ok,False,0.05,,,,ok,False,0.02,ok,False,0.02,ok,False,0.0,ok,False,0.01,,,,ok,False,0.01,ok,False,0.01,ok,False,0.02
