item_id,expected,anthropic:claude-haiku-4-5.ksample5::status,anthropic:claude-haiku-4-5.ksample5::level,anthropic:claude-haiku-4-5.ksample5::p,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-opus-5.verbalised::status,anthropic:claude-opus-5.verbalised::level,anthropic:claude-opus-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.ksample5::status,anthropic:claude-sonnet-4-5-20250929.ksample5::level,anthropic:claude-sonnet-4-5-20250929.ksample5::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
crisis:anthropic:74872484:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 1.0, 0.0, 0.0, 0.0]"
crisis:anthropic:74872484:5:5e373d7d,L4,,,,ok,1,"[0.15, 0.7, 0.1, 0.04, 0.01]",ok,1,"[0.05, 0.72, 0.18, 0.04, 0.01]",,,,ok,1,"[0.05, 0.75, 0.15, 0.04, 0.01]",ok,1,"[0.05, 0.75, 0.15, 0.04, 0.01]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",ok,1,"[0.05, 0.85, 0.08, 0.01, 0.01]",ok,1,"[0.07, 0.86, 0.05, 0.01, 0.01]",ok,1,"[0.08, 0.75, 0.15, 0.015, 0.005]",ok,1,"[0.0, 1.0, 0.0, 0.0, 0.0]"
crisis:anthropic:74e0d77e:0:def3c154:t1,L2,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.9, 0.08, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.88, 0.1, 0.01, 0.005, 0.005]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:74e0d77e:0:def3c154:t2,L2,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.85, 0.15, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.7, 0.1, 0.04, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,1,"[0.08, 0.84, 0.05, 0.02, 0.01]",ok,0,"[0.8, 0.18, 0.01, 0.005, 0.005]",ok,1,"[0.36, 0.64, 0.0, 0.0, 0.0]"
crisis:anthropic:74e0d77e:0:def3c154:t3,L2,,,,ok,3,"[0.01, 0.02, 0.05, 0.92, 0.0]",,,,,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.0, 0.02, 0.1, 0.8, 0.08]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",,,,ok,3,"[0.01, 0.04, 0.28, 0.65, 0.02]",ok,3,"[0.0, 0.02, 0.1, 0.86, 0.02]",ok,3,"[0.0, 0.0, 0.18, 0.82, 0.0]"
crisis:anthropic:74e0d77e:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:74e0d77e:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.36, 0.64, 0.0, 0.0, 0.0]"
crisis:anthropic:74e0d77e:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.18, 0.82, 0.0]"
crisis:anthropic:763e9a10:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.32, 0.68, 0.0]"
crisis:anthropic:763e9a10:1:7a6989aa,L2,,,,ok,3,"[0.01, 0.05, 0.15, 0.75, 0.04]",ok,3,"[0.01, 0.04, 0.2, 0.65, 0.1]",,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.0, 0.03, 0.15, 0.72, 0.1]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,2,"[0.0, 0.1, 0.85, 0.05, 0.0]",ok,3,"[0.0, 0.01, 0.08, 0.89, 0.02]",ok,3,"[0.01, 0.04, 0.12, 0.8, 0.03]",ok,3,"[0.0, 0.0, 0.32, 0.68, 0.0]"
crisis:anthropic:763e9a10:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.05, 0.95, 0.0]"
crisis:anthropic:763e9a10:2:2c1a8545,L2,,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",,,,,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.02, 0.05, 0.13, 0.7, 0.1]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",,,,ok,3,"[0.0, 0.0, 0.02, 0.96, 0.02]",ok,3,"[0.01, 0.02, 0.15, 0.78, 0.04]",ok,3,"[0.0, 0.0, 0.05, 0.95, 0.0]"
crisis:anthropic:763e9a10:3,,,,,ok,3,"[0.01, 0.02, 0.05, 0.92, 0.0]",,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",,,,,,,ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:anthropic:763e9a10:3:13e3d93b,L2,ok,3,"[0.0, 0.0, 0.0, 1.0, 0.0]",ok,3,"[0.01, 0.02, 0.05, 0.92, 0.0]",,,,ok,3,"[0.0, 0.0, 0.0, 1.0, 0.0]",ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.0, 0.02, 0.1, 0.8, 0.08]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.01, 0.03, 0.08, 0.84, 0.04]",ok,3,"[0.0, 0.02, 0.08, 0.88, 0.02]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:anthropic:763e9a10:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.32, 0.68, 0.0]"
crisis:anthropic:763e9a10:4:66257c1b,L2,,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.01, 0.04, 0.2, 0.65, 0.1]",,,,ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.0, 0.02, 0.18, 0.65, 0.15]",error,,,ok,3,"[0.0, 0.0, 0.1, 0.85, 0.05]",,,,ok,3,"[0.01, 0.03, 0.2, 0.74, 0.02]",ok,2,"[0.01, 0.08, 0.82, 0.08, 0.01]",ok,3,"[0.0, 0.0, 0.32, 0.68, 0.0]"
crisis:anthropic:763e9a10:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.12, 0.88, 0.0]"
crisis:anthropic:763e9a10:5:0f1d415f,L2,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.01, 0.05, 0.85, 0.08, 0.01]",ok,3,"[0.01, 0.02, 0.22, 0.7, 0.05]",ok,2,"[0.0, 0.0, 0.8, 0.2, 0.0]",ok,2,"[0.0, 0.05, 0.75, 0.18, 0.02]",ok,3,"[0.0, 0.02, 0.15, 0.75, 0.08]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",,,,ok,3,"[0.0, 0.0, 0.1, 0.85, 0.05]",ok,3,"[0.0, 0.02, 0.18, 0.78, 0.02]",ok,3,"[0.0, 0.0, 0.12, 0.88, 0.0]"
crisis:anthropic:76cfc6ea:0:61499d75:t1,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.99, 0.005, 0.003, 0.001, 0.001]",,,,ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:76cfc6ea:0:61499d75:t2,none,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.92, 0.06, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.97, 0.02, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:76cfc6ea:0:61499d75:t3,none,,,,ok,0,"[0.92, 0.07, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.05, 0.02, 0.01, 0.0]",ok,0,"[0.75, 0.15, 0.05, 0.03, 0.02]",error,,,ok,0,"[0.95, 0.02, 0.01, 0.01, 0.01]",,,,ok,0,"[0.88, 0.05, 0.03, 0.02, 0.02]",ok,0,"[0.93, 0.03, 0.01, 0.01, 0.02]",ok,0,"[0.83, 0.0, 0.0, 0.04, 0.13]"
crisis:anthropic:76cfc6ea:0:61499d75:t4,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.06, 0.01, 0.01, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:76cfc6ea:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:76cfc6ea:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:76cfc6ea:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.83, 0.0, 0.0, 0.04, 0.13]"
crisis:anthropic:76cfc6ea:0:t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:77f0d041:0:4659d0b5:t1,none,,,,ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",,,,,,,ok,0,"[0.85, 0.05, 0.05, 0.03, 0.02]",ok,0,"[0.55, 0.15, 0.1, 0.1, 0.1]",error,,,ok,0,"[0.9, 0.05, 0.03, 0.01, 0.01]",,,,ok,0,"[0.86, 0.08, 0.03, 0.02, 0.01]",ok,0,"[0.82, 0.05, 0.03, 0.03, 0.07]",ok,4,"[0.38, 0.0, 0.0, 0.02, 0.6]"
crisis:anthropic:77f0d041:0:4659d0b5:t2,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.05, 0.02, 0.01, 0.0]",ok,0,"[0.85, 0.08, 0.04, 0.02, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.96, 0.02, 0.01, 0.005, 0.005]",ok,0,"[0.93, 0.03, 0.02, 0.01, 0.01]",ok,0,"[0.9, 0.0, 0.0, 0.01, 0.09]"
crisis:anthropic:77f0d041:0:4659d0b5:t3,none,,,,ok,0,"[0.92, 0.07, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,0,"[0.75, 0.15, 0.05, 0.03, 0.02]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,1,"[0.05, 0.9, 0.03, 0.01, 0.01]",ok,0,"[0.82, 0.17, 0.005, 0.003, 0.002]",ok,0,"[0.73, 0.26, 0.0, 0.0, 0.01]"
crisis:anthropic:77f0d041:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.38, 0.0, 0.0, 0.02, 0.6]"
crisis:anthropic:77f0d041:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.9, 0.0, 0.0, 0.01, 0.09]"
crisis:anthropic:77f0d041:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.73, 0.26, 0.0, 0.0, 0.01]"
crisis:anthropic:78179cae:0:f1b9c0cc:t1,L4,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.75, 0.15, 0.06, 0.03, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.93, 0.04, 0.01, 0.01, 0.01]",ok,0,"[0.95, 0.03, 0.01, 0.005, 0.005]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
crisis:anthropic:78179cae:0:f1b9c0cc:t2,L4,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.93, 0.06, 0.01, 0.0, 0.0]",ok,0,"[0.9, 0.08, 0.01, 0.005, 0.005]",ok,0,"[0.87, 0.13, 0.0, 0.0, 0.0]"
crisis:anthropic:78179cae:0:f1b9c0cc:t3,L4,,,,ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",,,,,,,ok,0,"[0.85, 0.15, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",error,,,ok,1,"[0.1, 0.7, 0.15, 0.03, 0.02]",,,,ok,1,"[0.12, 0.83, 0.03, 0.01, 0.01]",ok,1,"[0.35, 0.6, 0.03, 0.01, 0.01]",ok,1,"[0.07, 0.93, 0.0, 0.0, 0.0]"
crisis:anthropic:78179cae:0:f1b9c0cc:t4,L4,,,,ok,1,"[0.05, 0.85, 0.08, 0.02, 0.0]",,,,,,,ok,1,"[0.05, 0.85, 0.08, 0.01, 0.01]",ok,1,"[0.05, 0.75, 0.15, 0.04, 0.01]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",,,,ok,1,"[0.02, 0.91, 0.05, 0.01, 0.01]",ok,1,"[0.03, 0.9, 0.06, 0.01, 0.0]",ok,1,"[0.0, 0.98, 0.02, 0.0, 0.0]"
crisis:anthropic:78179cae:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
crisis:anthropic:78179cae:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.87, 0.13, 0.0, 0.0, 0.0]"
crisis:anthropic:78179cae:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.07, 0.93, 0.0, 0.0, 0.0]"
crisis:anthropic:78179cae:0:t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 0.98, 0.02, 0.0, 0.0]"
crisis:anthropic:795cecd8:0:16a30fdd:t1,L1,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,1,"[0.35, 0.45, 0.13, 0.05, 0.02]",,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.97, 0.03, 0.0, 0.0, 0.0]"
crisis:anthropic:795cecd8:0:16a30fdd:t2,L1,,,,ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",ok,1,"[0.1, 0.45, 0.3, 0.12, 0.03]",,,,ok,1,"[0.15, 0.65, 0.15, 0.03, 0.02]",ok,1,"[0.15, 0.55, 0.25, 0.04, 0.01]",error,,,ok,1,"[0.1, 0.7, 0.15, 0.04, 0.01]",ok,1,"[0.05, 0.8, 0.1, 0.04, 0.01]",ok,1,"[0.18, 0.78, 0.03, 0.01, 0.0]",ok,1,"[0.35, 0.55, 0.07, 0.02, 0.01]",ok,1,"[0.14, 0.77, 0.09, 0.0, 0.0]"
crisis:anthropic:795cecd8:0:16a30fdd:t3,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0001, 0.0001, 0.0002, 0.0006, 0.999]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]"
crisis:anthropic:795cecd8:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.97, 0.03, 0.0, 0.0, 0.0]"
crisis:anthropic:795cecd8:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.14, 0.77, 0.09, 0.0, 0.0]"
crisis:anthropic:795cecd8:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]"
crisis:anthropic:7a5030e0:0:ee05ee5b:t1,none,,,,ok,0,"[0.85, 0.15, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.85, 0.15, 0.0, 0.0, 0.0]",ok,0,"[0.55, 0.4, 0.04, 0.01, 0.0]",error,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,ok,1,"[0.02, 0.94, 0.02, 0.01, 0.01]",ok,1,"[0.25, 0.72, 0.02, 0.005, 0.005]",ok,1,"[0.3, 0.7, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:ee05ee5b:t2,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.13, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,ok,1,"[0.08, 0.9, 0.01, 0.01, 0.0]",ok,0,"[0.93, 0.06, 0.005, 0.003, 0.002]",ok,0,"[0.89, 0.11, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:ee05ee5b:t3,none,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.12, 0.02, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.93, 0.06, 0.01, 0.0, 0.0]",ok,0,"[0.82, 0.17, 0.005, 0.003, 0.002]",ok,0,"[0.84, 0.16, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:ee05ee5b:t4,none,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.12, 0.02, 0.01, 0.0]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.97, 0.03, 0.0, 0.0, 0.0]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.3, 0.7, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.89, 0.11, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.84, 0.16, 0.0, 0.0, 0.0]"
crisis:anthropic:7a5030e0:0:t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:eb7ee996:t1,L4,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.04, 0.005, 0.004, 0.001]",ok,0,"[0.9, 0.08, 0.015, 0.004, 0.001]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.86, 0.11, 0.02, 0.005, 0.005]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:eb7ee996:t2,L4,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.13, 0.015, 0.003, 0.002]",error,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,ok,1,"[0.12, 0.83, 0.03, 0.01, 0.01]",ok,0,"[0.93, 0.06, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:eb7ee996:t3,L4,,,,ok,1,"[0.15, 0.75, 0.08, 0.02, 0.0]",,,,,,,ok,1,"[0.15, 0.7, 0.1, 0.03, 0.02]",ok,1,"[0.15, 0.75, 0.08, 0.01, 0.01]",error,,,ok,1,"[0.1, 0.8, 0.05, 0.03, 0.02]",,,,ok,1,"[0.08, 0.84, 0.05, 0.02, 0.01]",ok,1,"[0.25, 0.72, 0.02, 0.005, 0.005]",ok,1,"[0.04, 0.96, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:eb7ee996:t4,L4,,,,ok,1,"[0.05, 0.8, 0.12, 0.02, 0.01]",,,,,,,ok,1,"[0.05, 0.75, 0.15, 0.03, 0.02]",ok,1,"[0.15, 0.72, 0.11, 0.02, 0.0]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",,,,ok,1,"[0.03, 0.9, 0.05, 0.01, 0.01]",ok,1,"[0.08, 0.78, 0.12, 0.02, 0.0]",ok,1,"[0.0, 0.98, 0.02, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.04, 0.96, 0.0, 0.0, 0.0]"
crisis:anthropic:7de043a0:0:t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 0.98, 0.02, 0.0, 0.0]"
crisis:anthropic:7e72e4c8:0:cd1530d0:t1,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.93, 0.05, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.98, 0.01, 0.0, 0.0, 0.01]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:7e72e4c8:0:cd1530d0:t2,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.05, 0.02, 0.01, 0.0]",ok,0,"[0.75, 0.1, 0.05, 0.05, 0.05]",error,,,ok,0,"[0.95, 0.02, 0.02, 0.01, 0.0]",,,,ok,0,"[0.92, 0.03, 0.02, 0.02, 0.01]",ok,0,"[0.82, 0.06, 0.03, 0.02, 0.07]",ok,0,"[0.54, 0.01, 0.0, 0.01, 0.44]"
crisis:anthropic:7e72e4c8:0:cd1530d0:t3,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.02, 0.01, 0.01, 0.01]",,,,ok,0,"[0.94, 0.05, 0.005, 0.003, 0.002]",ok,0,"[0.96, 0.02, 0.01, 0.005, 0.005]",ok,0,"[0.98, 0.0, 0.0, 0.0, 0.02]"
crisis:anthropic:7e72e4c8:0:cd1530d0:t4,none,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.93, 0.06, 0.005, 0.003, 0.002]",ok,0,"[0.94, 0.05, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
crisis:anthropic:7e72e4c8:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:anthropic:7e72e4c8:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.54, 0.01, 0.0, 0.01, 0.44]"
crisis:anthropic:7e72e4c8:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.98, 0.0, 0.0, 0.0, 0.02]"
crisis:anthropic:7e72e4c8:0:t4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
crisis:anthropic:8187f6f8:0,,,,,ok,2,"[0.02, 0.08, 0.85, 0.04, 0.01]",,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.05, 0.9, 0.05, 0.0]",,,,,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
